away_season,away_event_date,away_nano,away_market,away_name,away_alias,away_points,away_epa_total,away_epa_offense_total,away_epa_offense_pass,away_epa_offense_rush,away_epa_defense_total,away_epa_defense_pass,away_epa_defense_rush,away_rush_att,away_rush_yds,away_rush_tds,away_pass_cmp,away_pass_att,away_pass_cmp_pct,away_pass_yds,away_pass_tds,away_pass_int,away_passer_rating,away_total_yds,away_times_sacked,away_yds_sacked_for,away_turnovers,away_penalties,away_penalty_yds,away_time_of_possession,away_boxscore_stats_link,away_home_away,away_days_since_last_game,away_short_rest
2023,2024-01-07,6DclFuycdPaOB,Denver,Broncos,DEN,14,13.0,12.72,10.74,1.25,-1.3,-2.59,1.29,20,48,1,20,34,0.588,272,1,1,81.985,286,5,34,1,4,35,1764,https://www.pro-football-reference.com/boxscores/202401070rai.htm,away,7.0,False
2024,2024-09-08,6DclFuycdPaOB,Denver,Broncos,DEN,20,5.0,-3.15,0.6,-1.82,19.83,18.26,-0.44,25,99,1,26,42,0.619,138,0,2,47.52,231,2,6,3,8,60,1874,https://www.pro-football-reference.com/boxscores/202409080sea.htm,away,14.0,False
2024,2024-09-22,6DclFuycdPaOB,Denver,Broncos,DEN,26,-19.0,-13.68,-17.07,3.48,-3.34,-3.42,-0.42,28,136,2,25,36,0.694,216,0,0,84.954,352,0,0,1,5,51,1928,https://www.pro-football-reference.com/boxscores/202409220tam.htm,away,7.0,False
2024,2024-09-29,6DclFuycdPaOB,Denver,Broncos,DEN,10,-1.0,-17.17,-9.97,-5.22,15.24,12.68,2.31,31,126,0,12,25,0.48,60,1,0,67.917,186,0,0,1,5,74,1696,https://www.pro-football-reference.com/boxscores/202409290nyj.htm,away,7.0,False
2024,2024-10-17,6DclFuycdPaOB,Denver,Broncos,DEN,33,-23.0,-17.45,-17.48,0.43,-6.09,-1.79,-4.7,35,225,2,16,26,0.615,164,0,0,79.647,389,0,0,1,7,47,1996,https://www.pro-football-reference.com/boxscores/202410170nor.htm,away,4.0,True
2024,2024-11-03,6DclFuycdPaOB,Denver,Broncos,DEN,10,31.0,23.6,21.75,1.46,7.44,3.89,3.3,30,122,0,20,34,0.588,225,1,1,76.225,319,4,28,1,9,71,1689,https://www.pro-football-reference.com/boxscores/202411030rav.htm,away,7.0,False
2024,2024-11-10,6DclFuycdPaOB,Denver,Broncos,DEN,14,2.0,5.3,7.85,-1.89,-3.45,-7.85,4.4,23,78,0,22,30,0.733,215,2,0,115.278,260,2,33,0,6,35,1599,https://www.pro-football-reference.com/boxscores/202411100kan.htm,away,7.0,False
2024,2024-11-24,6DclFuycdPaOB,Denver,Broncos,DEN,29,-10.0,-2.09,-2.93,0.11,-3.06,-10.51,7.0,22,63,0,25,42,0.595,273,2,0,94.643,325,1,11,0,6,58,1871,https://www.pro-football-reference.com/boxscores/202411240rai.htm,away,7.0,False
2024,2024-12-19,6DclFuycdPaOB,Denver,Broncos,DEN,27,5.0,17.32,17.72,1.93,-12.91,-10.22,-3.75,21,110,1,29,40,0.725,263,2,0,106.562,355,2,18,0,7,61,1943,https://www.pro-football-reference.com/boxscores/202412190sdg.htm,away,4.0,True
2024,2024-12-28,6DclFuycdPaOB,Denver,Broncos,DEN,24,-6.0,8.06,5.22,3.17,-18.79,-21.06,0.84,27,123,0,24,31,0.774,219,3,1,114.852,329,2,13,1,7,35,1617,https://www.pro-football-reference.com/boxscores/202412280cin.htm,away,9.0,False
2024,2025-01-12,6DclFuycdPaOB,Denver,Broncos,DEN,7,-23.0,-2.04,-2.0,0.62,-22.62,-18.69,-5.28,17,79,0,14,23,0.609,159,1,0,96.105,224,2,14,0,3,27,1097,https://www.pro-football-reference.com/boxscores/202501120buf.htm,away,7.0,False
2015,2015-09-13,FCuH1wdksA2DQ,Detroit,Lions,DET,28,0.29,6.12,16.95,-7.95,-2.96,-1.54,-1.68,16,69,1,19,30,0.633,246,2,2,83.472,302,1,13,2,4,29,1308,https://www.pro-football-reference.com/boxscores/201509130sdg.htm,away,14.0,False
2015,2015-09-20,FCuH1wdksA2DQ,Detroit,Lions,DET,16,10.0,6.77,6.29,1.12,2.37,-3.62,5.65,16,38,0,32,53,0.604,286,2,1,79.599,323,1,1,3,6,39,1734,https://www.pro-football-reference.com/boxscores/201509200min.htm,away,7.0,False
2015,2015-10-05,FCuH1wdksA2DQ,Detroit,Lions,DET,10,3.0,-5.5,2.34,-6.62,11.11,6.6,4.51,18,53,0,24,35,0.686,203,0,0,83.393,256,0,0,1,4,37,1676,https://www.pro-football-reference.com/boxscores/201510050sea.htm,away,8.0,False
2015,2015-11-01,FCuH1wdksA2DQ,Detroit,Lions,DET,10,35.0,21.11,5.51,15.6,10.04,11.53,-1.49,14,81,0,23,38,0.605,227,1,2,64.254,276,6,32,2,8,81,1546,https://www.pro-football-reference.com/boxscores/201511010kan.htm,away,7.0,False
2015,2015-11-15,FCuH1wdksA2DQ,Detroit,Lions,DET,18,-2.0,1.03,5.04,-2.34,4.4,-4.43,8.83,26,45,0,24,38,0.632,242,2,1,87.829,287,0,0,1,3,35,1840,https://www.pro-football-reference.com/boxscores/201511150gnb.htm,away,14.0,False
2015,2015-12-13,FCuH1wdksA2DQ,Detroit,Lions,DET,14,7.0,3.36,-2.68,5.31,8.65,14.0,-4.56,20,111,0,30,46,0.652,245,2,1,84.058,331,4,25,1,5,45,2030,https://www.pro-football-reference.com/boxscores/201512130ram.htm,away,10.0,False
2015,2015-12-21,FCuH1wdksA2DQ,Detroit,Lions,DET,35,-8.0,13.28,16.67,-3.46,-18.77,-17.35,-1.74,23,150,2,22,25,0.88,254,3,0,148.583,396,3,8,1,10,92,1776,https://www.pro-football-reference.com/boxscores/201512210nor.htm,away,8.0,False
2015,2016-01-03,FCuH1wdksA2DQ,Detroit,Lions,DET,24,4.0,8.75,11.72,-2.38,-2.01,0.55,-1.83,21,67,0,28,39,0.718,298,3,0,119.391,349,4,16,0,4,21,1950,https://www.pro-football-reference.com/boxscores/201601030chi.htm,away,7.0,False
2016,2016-09-11,FCuH1wdksA2DQ,Detroit,Lions,DET,39,4.0,26.0,21.7,4.84,-23.5,-19.7,-2.8,24,116,2,31,39,0.795,340,3,0,128.632,448,1,8,0,8,70,1836,https://www.pro-football-reference.com/boxscores/201609110clt.htm,away,14.0,False
2016,2016-09-25,FCuH1wdksA2DQ,Detroit,Lions,DET,27,7.0,17.93,18.63,-0.7,-14.19,-18.69,3.79,23,50,0,28,41,0.683,385,3,1,112.348,418,3,17,1,4,86,2107,https://www.pro-football-reference.com/boxscores/201609250gnb.htm,away,7.0,False
2016,2016-10-02,FCuH1wdksA2DQ,Detroit,Lions,DET,14,-3.0,-7.47,-4.1,-4.37,-7.93,-16.06,7.14,18,66,0,23,36,0.639,213,0,2,56.829,263,2,16,2,10,76,1606,https://www.pro-football-reference.com/boxscores/201610020chi.htm,away,7.0,False
2016,2016-10-30,FCuH1wdksA2DQ,Detroit,Lions,DET,13,7.0,1.76,4.68,-2.92,-0.37,-1.99,0.95,14,58,0,27,41,0.659,240,1,0,89.482,289,1,9,0,8,75,1562,https://www.pro-football-reference.com/boxscores/201610300htx.htm,away,7.0,False
2016,2016-11-06,FCuH1wdksA2DQ,Detroit,Lions,DET,22,-6.0,6.72,10.89,-3.3,-1.15,-3.13,1.31,25,97,0,23,36,0.639,219,2,1,87.616,311,1,5,1,6,57,2011,https://www.pro-football-reference.com/boxscores/201611060min.htm,away,7.0,False
2016,2016-12-04,FCuH1wdksA2DQ,Detroit,Lions,DET,28,-15.0,-2.06,1.77,-2.48,-14.73,-17.53,0.2,23,85,0,30,42,0.714,341,2,0,111.31,422,2,4,0,6,39,2212,https://www.pro-football-reference.com/boxscores/201612040nor.htm,away,10.0,False
2016,2016-12-18,FCuH1wdksA2DQ,Detroit,Lions,DET,6,11.0,3.39,6.71,-3.32,6.52,-4.01,9.87,19,56,0,24,39,0.615,273,0,1,71.848,324,1,5,2,2,15,1784,https://www.pro-football-reference.com/boxscores/201612180nyg.htm,away,7.0,False
2016,2016-12-26,FCuH1wdksA2DQ,Detroit,Lions,DET,21,-21.0,5.57,-1.18,7.29,-24.42,-24.46,-2.37,20,90,3,26,46,0.565,260,0,1,63.678,319,4,31,2,5,62,1843,https://www.pro-football-reference.com/boxscores/201612260dal.htm,away,8.0,False
2016,2017-01-07,FCuH1wdksA2DQ,Detroit,Lions,DET,6,20.0,18.51,16.27,2.24,11.29,7.32,3.28,15,49,0,18,32,0.562,205,0,0,75.651,231,3,23,0,7,68,1401,https://www.pro-football-reference.com/boxscores/201701070sea.htm,away,6.0,False
2017,2017-09-18,FCuH1wdksA2DQ,Detroit,Lions,DET,24,-14.0,-9.08,-4.34,-5.43,5.01,-1.96,6.97,32,138,0,15,21,0.714,122,2,0,117.56,257,3,3,1,6,50,1967,https://www.pro-football-reference.com/boxscores/201709180nyg.htm,away,8.0,False
2017,2017-10-01,FCuH1wdksA2DQ,Detroit,Lions,DET,14,-7.0,-10.05,-2.59,-6.78,5.23,1.22,5.08,31,97,1,19,31,0.613,209,0,0,81.25,251,6,55,0,6,60,2187,https://www.pro-football-reference.com/boxscores/201710010min.htm,away,7.0,False
2017,2017-10-15,FCuH1wdksA2DQ,Detroit,Lions,DET,38,14.0,-3.8,-8.37,4.9,23.24,19.13,4.11,19,66,0,25,52,0.481,312,3,3,62.34,347,5,31,5,7,46,1669,https://www.pro-football-reference.com/boxscores/201710150nor.htm,away,7.0,False
2017,2017-11-06,FCuH1wdksA2DQ,Detroit,Lions,DET,30,-13.0,4.31,-0.54,4.85,-20.08,-35.34,15.26,33,64,1,26,33,0.788,361,2,0,132.449,417,1,8,1,2,19,2215,https://www.pro-football-reference.com/boxscores/201711060gnb.htm,away,8.0,False
2017,2017-11-19,FCuH1wdksA2DQ,Detroit,Lions,DET,27,3.0,8.12,13.87,-4.95,-11.16,-5.19,-5.97,24,65,0,21,31,0.677,299,2,0,120.228,352,3,12,1,6,49,1836,https://www.pro-football-reference.com/boxscores/201711190chi.htm,away,7.0,False
2017,2017-12-03,FCuH1wdksA2DQ,Detroit,Lions,DET,20,24.0,13.12,11.14,0.99,5.85,-1.96,7.48,24,78,2,27,34,0.794,316,1,2,90.686,372,3,22,3,6,45,1809,https://www.pro-football-reference.com/boxscores/201712030rav.htm,away,10.0,False
2017,2017-12-10,FCuH1wdksA2DQ,Detroit,Lions,DET,24,-3.0,3.71,1.87,1.84,-7.76,-13.62,5.18,18,53,2,36,44,0.818,381,1,2,91.383,434,0,0,3,8,105,1787,https://www.pro-football-reference.com/boxscores/201712100tam.htm,away,7.0,False
2017,2017-12-24,FCuH1wdksA2DQ,Detroit,Lions,DET,17,-9.0,-2.71,-5.4,3.94,-7.59,-6.9,-1.77,22,87,1,19,35,0.543,203,1,1,69.107,276,2,14,1,9,74,1651,https://www.pro-football-reference.com/boxscores/201712240cin.htm,away,8.0,False
2018,2018-09-16,FCuH1wdksA2DQ,Detroit,Lions,DET,27,3.0,10.3,5.24,5.39,-8.22,-9.54,1.32,18,98,0,34,53,0.642,347,3,0,101.69,427,2,18,1,10,105,1826,https://www.pro-football-reference.com/boxscores/201809160sfo.htm,away,6.0,False
2018,2018-09-30,FCuH1wdksA2DQ,Detroit,Lions,DET,24,-2.0,17.1,18.36,-0.84,-18.17,-10.66,-7.51,20,96,1,24,30,0.8,307,2,0,131.528,382,3,21,0,8,58,1795,https://www.pro-football-reference.com/boxscores/201809300dal.htm,away,7.0,False
2018,2018-10-21,FCuH1wdksA2DQ,Detroit,Lions,DET,32,-11.0,15.19,9.61,5.91,-22.39,-18.34,-5.05,35,248,1,18,22,0.818,217,2,0,138.068,457,1,8,0,6,43,2019,https://www.pro-football-reference.com/boxscores/201810210mia.htm,away,14.0,False
2018,2018-11-04,FCuH1wdksA2DQ,Detroit,Lions,DET,9,15.0,1.94,6.05,-2.79,16.2,7.6,7.46,24,66,0,25,36,0.694,199,0,0,82.986,209,10,56,1,8,66,2205,https://www.pro-football-reference.com/boxscores/201811040min.htm,away,7.0,False
2018,2018-11-11,FCuH1wdksA2DQ,Detroit,Lions,DET,22,-12.0,-0.42,5.58,-4.0,-21.9,-22.81,2.91,24,76,1,25,42,0.595,274,2,2,74.901,305,6,45,3,6,41,1920,https://www.pro-football-reference.com/boxscores/201811110chi.htm,away,7.0,False
2018,2018-12-09,FCuH1wdksA2DQ,Detroit,Lions,DET,17,14.0,-6.04,-5.99,-0.05,13.32,5.51,7.15,31,122,1,15,23,0.652,101,0,0,74.728,218,1,5,1,7,68,1696,https://www.pro-football-reference.com/boxscores/201812090crd.htm,away,7.0,False
2018,2018-12-16,FCuH1wdksA2DQ,Detroit,Lions,DET,13,-1.0,4.83,4.99,0.84,-6.53,-10.09,3.56,26,105,1,22,29,0.759,208,1,0,106.681,313,0,0,0,4,81,1734,https://www.pro-football-reference.com/boxscores/201812160buf.htm,away,7.0,False
2018,2018-12-30,FCuH1wdksA2DQ,Detroit,Lions,DET,31,-31.0,-17.16,-20.22,3.17,-15.11,-18.65,4.5,38,130,1,21,33,0.636,274,3,0,120.013,402,1,2,0,3,34,2214,https://www.pro-football-reference.com/boxscores/201812300gnb.htm,away,7.0,False
2019,2019-09-08,FCuH1wdksA2DQ,Detroit,Lions,DET,27,1.0,7.02,10.94,-4.86,3.5,1.55,1.27,32,116,0,27,45,0.6,385,3,0,109.954,477,3,24,2,9,59,2363,https://www.pro-football-reference.com/boxscores/201909080crd.htm,away,14.0,False
2019,2019-09-22,FCuH1wdksA2DQ,Detroit,Lions,DET,27,-3.0,-0.31,1.43,-4.07,-1.07,-5.44,2.68,28,86,1,18,32,0.562,201,1,0,85.547,287,0,0,0,9,61,1662,https://www.pro-football-reference.com/boxscores/201909220phi.htm,away,7.0,False
2019,2019-10-14,FCuH1wdksA2DQ,Detroit,Lions,DET,22,0.0,4.03,4.95,0.08,0.7,-2.73,1.63,20,56,1,18,32,0.562,265,0,0,83.464,299,3,22,0,8,50,1616,https://www.pro-football-reference.com/boxscores/201910140gnb.htm,away,15.0,False
2019,2019-11-03,FCuH1wdksA2DQ,Detroit,Lions,DET,24,7.0,16.79,16.01,0.77,-13.92,-17.06,3.21,19,90,0,26,41,0.634,406,3,1,110.417,473,2,23,2,5,35,1630,https://www.pro-football-reference.com/boxscores/201911030rai.htm,away,7.0,False
2019,2019-11-10,FCuH1wdksA2DQ,Detroit,Lions,DET,13,-7.0,-6.77,-7.11,1.0,0.41,-1.68,1.51,27,98,0,27,46,0.587,269,1,1,73.551,357,2,10,1,8,76,1914,https://www.pro-football-reference.com/boxscores/201911100chi.htm,away,7.0,False
2019,2019-11-24,FCuH1wdksA2DQ,Detroit,Lions,DET,16,3.0,-13.57,-12.53,-0.37,8.85,6.09,2.43,32,175,0,20,33,0.606,207,1,3,50.947,364,6,18,4,6,65,2010,https://www.pro-football-reference.com/boxscores/201911240was.htm,away,7.0,False
2019,2019-12-08,FCuH1wdksA2DQ,Detroit,Lions,DET,7,13.0,3.77,10.51,-6.55,7.27,4.7,2.57,22,70,0,24,40,0.6,205,1,2,60.938,231,5,44,2,4,28,1577,https://www.pro-football-reference.com/boxscores/201912080min.htm,away,10.0,False
2019,2019-12-22,FCuH1wdksA2DQ,Detroit,Lions,DET,17,-10.0,-4.32,-5.5,1.68,-12.95,-9.36,-3.59,21,96,0,12,24,0.5,117,1,0,77.951,191,4,22,0,7,68,1432,https://www.pro-football-reference.com/boxscores/201912220den.htm,away,7.0,False
2020,2020-09-20,FCuH1wdksA2DQ,Detroit,Lions,DET,21,20.0,26.08,14.74,11.99,-2.93,6.13,-8.33,21,89,1,20,33,0.606,244,2,1,90.972,307,4,26,1,7,70,1514,https://www.pro-football-reference.com/boxscores/202009200gnb.htm,away,7.0,False
2020,2020-09-27,FCuH1wdksA2DQ,Detroit,Lions,DET,26,3.0,8.15,13.46,-4.15,-8.07,-3.52,-5.08,27,90,0,22,31,0.71,270,2,0,119.019,322,4,38,0,7,46,1970,https://www.pro-football-reference.com/boxscores/202009270crd.htm,away,7.0,False
2020,2020-10-18,FCuH1wdksA2DQ,Detroit,Lions,DET,34,-19.0,-3.97,-2.94,0.97,-15.35,-12.11,-3.65,39,180,3,19,31,0.613,223,1,1,80.444,403,0,0,1,7,60,2157,https://www.pro-football-reference.com/boxscores/202010180jax.htm,away,14.0,False
2020,2020-10-25,FCuH1wdksA2DQ,Detroit,Lions,DET,23,2.0,10.28,16.13,-6.55,-10.84,-15.23,4.06,21,64,1,25,36,0.694,340,1,0,108.565,386,2,18,0,5,50,1755,https://www.pro-football-reference.com/boxscores/202010250atl.htm,away,7.0,False
2020,2020-11-08,FCuH1wdksA2DQ,Detroit,Lions,DET,20,14.0,22.76,14.27,9.48,-4.68,-1.4,-3.28,27,129,0,31,45,0.689,305,2,3,74.769,421,2,13,3,3,37,1969,https://www.pro-football-reference.com/boxscores/202011080min.htm,away,7.0,False
2020,2020-11-22,FCuH1wdksA2DQ,Detroit,Lions,DET,0,-20.0,-18.63,-10.17,-8.46,1.61,-1.56,3.73,17,40,0,18,33,0.545,178,0,0,70.013,185,5,33,1,4,20,1392,https://www.pro-football-reference.com/boxscores/202011220car.htm,away,7.0,False
2020,2020-12-06,FCuH1wdksA2DQ,Detroit,Lions,DET,34,4.0,17.66,19.44,-0.46,-12.1,-9.04,-1.62,22,60,2,27,42,0.643,402,3,1,109.425,460,2,2,1,7,45,1662,https://www.pro-football-reference.com/boxscores/202012060chi.htm,away,10.0,False
2020,2020-12-20,FCuH1wdksA2DQ,Detroit,Lions,DET,25,20.0,33.75,26.33,8.08,-12.36,-17.57,3.89,27,123,2,27,38,0.711,307,1,1,92.763,430,0,0,3,3,33,1898,https://www.pro-football-reference.com/boxscores/202012200oti.htm,away,7.0,False
2021,2021-09-20,FCuH1wdksA2DQ,Detroit,Lions,DET,17,18.0,19.91,23.68,-2.75,0.27,-0.11,-0.61,19,108,0,26,36,0.722,246,2,1,97.685,344,1,10,2,9,78,1595,https://www.pro-football-reference.com/boxscores/202109200gnb.htm,away,8.0,False
2021,2021-10-03,FCuH1wdksA2DQ,Detroit,Lions,DET,14,-10.0,1.56,9.27,-7.05,-12.01,-3.54,-8.55,25,90,0,24,38,0.632,299,2,0,105.044,351,4,38,2,4,26,1877,https://www.pro-football-reference.com/boxscores/202110030chi.htm,away,7.0,False
2021,2021-10-10,FCuH1wdksA2DQ,Detroit,Lions,DET,17,3.0,-0.5,7.33,-7.83,7.67,9.73,-2.39,24,108,1,21,35,0.6,203,0,1,64.345,288,4,23,2,3,30,1674,https://www.pro-football-reference.com/boxscores/202110100min.htm,away,7.0,False
2021,2021-10-24,FCuH1wdksA2DQ,Detroit,Lions,DET,19,8.0,20.08,25.07,-5.56,-3.32,-1.83,-1.81,28,137,0,23,37,0.622,285,1,2,72.466,415,2,7,2,8,77,1960,https://www.pro-football-reference.com/boxscores/202110240ram.htm,away,7.0,False
2021,2021-11-14,FCuH1wdksA2DQ,Detroit,Lions,DET,16,0.0,-6.61,-8.29,1.28,5.57,14.0,-9.19,39,229,2,14,25,0.56,114,0,0,67.75,306,4,37,0,8,84,1992,https://www.pro-football-reference.com/boxscores/202111140pit.htm,away,14.0,False
2021,2021-11-21,FCuH1wdksA2DQ,Detroit,Lions,DET,10,-3.0,-4.39,-8.33,2.81,-4.65,-1.38,-3.86,23,168,1,15,23,0.652,77,0,2,34.149,245,0,0,2,7,67,1504,https://www.pro-football-reference.com/boxscores/202111210cle.htm,away,7.0,False
2021,2021-12-12,FCuH1wdksA2DQ,Detroit,Lions,DET,10,-28.0,-4.61,-3.71,-0.25,-22.94,-15.67,-9.53,21,118,0,24,39,0.615,215,1,1,74.199,316,2,17,2,6,53,1673,https://www.pro-football-reference.com/boxscores/202112120den.htm,away,7.0,False
2021,2021-12-26,FCuH1wdksA2DQ,Detroit,Lions,DET,16,-4.0,6.56,8.73,-0.53,-5.42,-7.13,1.71,33,130,0,25,35,0.714,208,1,1,83.988,338,0,0,1,6,30,2285,https://www.pro-football-reference.com/boxscores/202112260atl.htm,away,7.0,False
2021,2022-01-02,FCuH1wdksA2DQ,Detroit,Lions,DET,29,23.0,32.32,15.55,17.11,-3.55,-12.16,7.47,22,95,2,22,37,0.595,262,2,3,65.372,357,0,0,3,4,30,1587,https://www.pro-football-reference.com/boxscores/202201020sea.htm,away,7.0,False
2022,2022-09-25,FCuH1wdksA2DQ,Detroit,Lions,DET,24,4.0,11.58,9.15,2.43,-8.25,-11.36,2.78,35,139,2,25,41,0.61,277,1,1,79.014,416,0,0,1,7,59,2044,https://www.pro-football-reference.com/boxscores/202209250min.htm,away,7.0,False
2022,2022-10-09,FCuH1wdksA2DQ,Detroit,Lions,DET,0,29.0,10.08,13.04,-2.11,22.04,16.52,5.2,27,101,0,19,35,0.543,229,0,1,62.679,312,2,18,2,7,82,1711,https://www.pro-football-reference.com/boxscores/202210090nwe.htm,away,7.0,False
2022,2022-10-23,FCuH1wdksA2DQ,Detroit,Lions,DET,6,-18.0,-12.68,-4.13,-7.56,-4.39,-6.91,1.08,25,117,0,21,26,0.808,228,0,2,71.154,312,5,33,5,8,59,1874,https://www.pro-football-reference.com/boxscores/202210230dal.htm,away,14.0,False
2022,2022-11-13,FCuH1wdksA2DQ,Detroit,Lions,DET,31,1.0,13.55,20.09,-6.54,-9.38,-0.3,-9.08,31,95,2,19,26,0.731,236,1,0,113.622,323,2,8,0,2,15,1848,https://www.pro-football-reference.com/boxscores/202211130chi.htm,away,7.0,False
2022,2022-11-20,FCuH1wdksA2DQ,Detroit,Lions,DET,31,-14.0,0.64,0.89,3.32,-9.36,-5.73,-4.03,37,160,4,17,26,0.654,165,0,0,83.013,325,0,0,0,5,45,1908,https://www.pro-football-reference.com/boxscores/202211200nyg.htm,away,7.0,False
2022,2022-12-18,FCuH1wdksA2DQ,Detroit,Lions,DET,20,-3.0,3.71,8.19,-4.48,-2.21,-10.2,7.99,28,107,0,23,38,0.605,252,1,0,88.925,359,0,0,0,6,52,1952,https://www.pro-football-reference.com/boxscores/202212180nyj.htm,away,7.0,False
2022,2022-12-24,FCuH1wdksA2DQ,Detroit,Lions,DET,23,-15.0,9.31,18.02,-6.71,-30.2,-17.01,-13.48,17,45,0,25,42,0.595,355,3,0,110.714,381,2,19,1,4,30,1487,https://www.pro-football-reference.com/boxscores/202212240car.htm,away,6.0,False
2022,2023-01-08,FCuH1wdksA2DQ,Detroit,Lions,DET,20,-4.0,0.31,3.9,-2.93,-10.66,-8.4,-0.55,25,104,2,23,34,0.676,224,0,0,85.907,323,1,5,0,5,75,1665,https://www.pro-football-reference.com/boxscores/202301080gnb.htm,away,7.0,False
2023,2023-09-07,FCuH1wdksA2DQ,Detroit,Lions,DET,21,-1.0,-4.17,-3.39,-0.45,-2.6,-3.83,0.24,34,118,1,22,35,0.629,253,1,0,94.107,368,1,3,1,4,63,1958,https://www.pro-football-reference.com/boxscores/202309070kan.htm,away,14.0,False
2023,2023-09-28,FCuH1wdksA2DQ,Detroit,Lions,DET,34,-16.0,-8.6,-7.6,0.15,-8.47,-2.55,-6.58,43,211,3,19,28,0.679,210,1,1,86.905,401,2,20,1,8,70,2278,https://www.pro-football-reference.com/boxscores/202309280gnb.htm,away,4.0,True
2023,2023-10-15,FCuH1wdksA2DQ,Detroit,Lions,DET,20,-14.0,-11.72,-7.49,-3.55,-8.54,-16.87,7.94,22,40,0,30,44,0.682,353,2,0,107.481,380,3,13,0,5,35,2190,https://www.pro-football-reference.com/boxscores/202310150tam.htm,away,7.0,False
2023,2023-10-22,FCuH1wdksA2DQ,Detroit,Lions,DET,6,33.0,26.48,23.68,2.8,6.4,10.52,-5.13,14,84,1,33,53,0.623,284,0,1,68.436,337,5,31,1,5,57,1778,https://www.pro-football-reference.com/boxscores/202310220rav.htm,away,7.0,False
2023,2023-11-12,FCuH1wdksA2DQ,Detroit,Lions,DET,41,-3.0,25.22,26.84,-0.96,-31.55,-16.31,-11.93,31,200,3,23,33,0.697,333,2,0,122.412,533,0,0,0,4,44,1834,https://www.pro-football-reference.com/boxscores/202311120sdg.htm,away,13.0,False
2023,2023-12-03,FCuH1wdksA2DQ,Detroit,Lions,DET,33,-4.0,6.28,9.65,-5.34,-9.55,-11.05,-2.86,30,142,2,16,25,0.64,213,2,0,117.583,347,1,8,0,6,45,1670,https://www.pro-football-reference.com/boxscores/202312030nor.htm,away,10.0,False
2023,2023-12-10,FCuH1wdksA2DQ,Detroit,Lions,DET,13,-14.0,-10.07,-8.66,0.58,-3.69,-3.92,-1.77,24,140,1,20,35,0.571,161,1,2,54.583,267,4,34,3,8,59,1601,https://www.pro-football-reference.com/boxscores/202312100chi.htm,away,7.0,False
2023,2023-12-24,FCuH1wdksA2DQ,Detroit,Lions,DET,30,-6.0,11.43,15.09,-2.33,-15.44,-16.63,-1.18,36,143,3,30,40,0.75,257,1,0,99.688,389,1,11,1,9,52,2302,https://www.pro-football-reference.com/boxscores/202312240min.htm,away,8.0,False
2023,2023-12-30,FCuH1wdksA2DQ,Detroit,Lions,DET,19,-2.0,-0.45,6.11,-3.52,-0.39,-5.91,3.59,31,125,1,20,35,0.571,302,1,2,71.369,420,1,7,2,6,35,1836,https://www.pro-football-reference.com/boxscores/202312300dal.htm,away,6.0,False
2023,2024-01-28,FCuH1wdksA2DQ,Detroit,Lions,DET,31,3.0,19.87,10.64,9.55,-14.76,-8.98,-5.32,29,182,3,25,41,0.61,273,1,0,88.77,442,2,13,1,2,15,1668,https://www.pro-football-reference.com/boxscores/202401280sfo.htm,away,7.0,False
2024,2024-09-22,FCuH1wdksA2DQ,Detroit,Lions,DET,20,7.0,5.52,7.87,-0.03,5.25,-2.19,6.77,43,187,1,18,23,0.783,199,2,1,113.587,373,2,13,1,9,79,2209,https://www.pro-football-reference.com/boxscores/202409220crd.htm,away,7.0,False
2024,2024-10-13,FCuH1wdksA2DQ,Detroit,Lions,DET,47,38.0,24.4,14.09,10.77,24.28,22.11,1.84,36,184,2,19,27,0.704,334,3,0,149.306,492,3,26,0,8,63,2083,https://www.pro-football-reference.com/boxscores/202410130dal.htm,away,13.0,False
2024,2024-10-20,FCuH1wdksA2DQ,Detroit,Lions,DET,31,-3.0,5.48,2.33,6.01,-6.31,-15.88,8.31,27,144,2,22,25,0.88,280,2,0,140.0,391,4,33,1,8,49,1743,https://www.pro-football-reference.com/boxscores/202410200min.htm,away,7.0,False
2024,2024-11-03,FCuH1wdksA2DQ,Detroit,Lions,DET,24,-11.0,3.7,0.13,5.55,-6.2,-5.77,-0.4,32,124,1,18,22,0.818,145,1,0,109.28,261,1,8,0,5,51,1871,https://www.pro-football-reference.com/boxscores/202411030gnb.htm,away,7.0,False
2024,2024-11-10,FCuH1wdksA2DQ,Detroit,Lions,DET,26,-2.0,-8.28,1.64,-9.24,4.41,-2.69,4.44,32,105,1,15,30,0.5,240,2,5,59.722,345,0,0,5,4,61,1652,https://www.pro-football-reference.com/boxscores/202411100htx.htm,away,7.0,False
2024,2024-11-24,FCuH1wdksA2DQ,Detroit,Lions,DET,24,18.0,12.94,9.04,5.23,8.39,5.17,2.87,33,137,3,26,36,0.722,269,0,0,93.403,390,3,16,0,5,45,2221,https://www.pro-football-reference.com/boxscores/202411240clt.htm,away,7.0,False
2024,2024-12-22,FCuH1wdksA2DQ,Detroit,Lions,DET,34,17.0,24.06,18.32,4.64,-3.86,-14.25,8.38,32,146,1,23,32,0.719,336,3,0,136.979,475,1,7,0,7,55,1889,https://www.pro-football-reference.com/boxscores/202412220chi.htm,away,7.0,False
